,date_month,repo_id,count_stars,last_year_count_stars,yoy_growth,repo_id_1,repo_name,start_date,end_date
191,2022-05-01,24470524,3,1.0,2.0,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
192,2022-06-01,24470524,1,1.0,0.0,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
193,2022-08-01,24470524,1,2.0,-0.5,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
194,2022-10-01,24470524,2,1.0,1.0,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
195,2022-12-01,24470524,1,2.0,-0.5,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
196,2023-03-01,24470524,1,2.0,-0.5,24470524,zingchart/ZingChart,2015-01-09 17:02:29,
197,2015-04-01,33702544,7,,,33702544,plotly/dash,2015-07-12 07:05:14,
198,2015-05-01,33702544,7,,,33702544,plotly/dash,2015-07-12 07:05:14,
199,2015-06-01,33702544,7,,,33702544,plotly/dash,2015-07-12 07:05:14,
200,2015-07-01,33702544,5,,,33702544,plotly/dash,2015-07-12 07:05:14,
201,2015-08-01,33702544,7,,,33702544,plotly/dash,2015-07-12 07:05:14,
202,2015-09-01,33702544,9,,,33702544,plotly/dash,2015-07-12 07:05:14,
203,2015-10-01,33702544,15,,,33702544,plotly/dash,2015-07-12 07:05:14,
204,2015-11-01,33702544,18,,,33702544,plotly/dash,2015-07-12 07:05:14,
205,2015-12-01,33702544,17,,,33702544,plotly/dash,2015-07-12 07:05:14,
206,2016-01-01,33702544,9,,,33702544,plotly/dash,2015-07-12 07:05:14,
207,2016-02-01,33702544,23,,,33702544,plotly/dash,2015-07-12 07:05:14,
208,2016-03-01,33702544,13,,,33702544,plotly/dash,2015-07-12 07:05:14,
209,2016-04-01,33702544,21,7.0,2.0,33702544,plotly/dash,2015-07-12 07:05:14,
210,2016-05-01,33702544,12,7.0,0.7142857142857142,33702544,plotly/dash,2015-07-12 07:05:14,
211,2016-06-01,33702544,19,7.0,1.7142857142857144,33702544,plotly/dash,2015-07-12 07:05:14,
212,2016-07-01,33702544,15,5.0,2.0,33702544,plotly/dash,2015-07-12 07:05:14,
213,2016-08-01,33702544,8,7.0,0.1428571428571428,33702544,plotly/dash,2015-07-12 07:05:14,
214,2016-09-01,33702544,15,9.0,0.6666666666666667,33702544,plotly/dash,2015-07-12 07:05:14,
215,2016-10-01,33702544,21,15.0,0.3999999999999999,33702544,plotly/dash,2015-07-12 07:05:14,
216,2016-11-01,33702544,15,18.0,-0.16666666666666663,33702544,plotly/dash,2015-07-12 07:05:14,
217,2016-12-01,33702544,17,17.0,0.0,33702544,plotly/dash,2015-07-12 07:05:14,
218,2017-01-01,33702544,4,9.0,-0.5555555555555556,33702544,plotly/dash,2015-07-12 07:05:14,
219,2017-02-01,33702544,18,23.0,-0.21739130434782605,33702544,plotly/dash,2015-07-12 07:05:14,
220,2017-03-01,33702544,30,13.0,1.3076923076923075,33702544,plotly/dash,2015-07-12 07:05:14,
221,2017-04-01,33702544,15,21.0,-0.2857142857142857,33702544,plotly/dash,2015-07-12 07:05:14,
222,2017-05-01,33702544,14,12.0,0.16666666666666674,33702544,plotly/dash,2015-07-12 07:05:14,
223,2017-06-01,33702544,1598,19.0,83.10526315789474,33702544,plotly/dash,2015-07-12 07:05:14,
224,2017-07-01,33702544,371,15.0,23.733333333333334,33702544,plotly/dash,2015-07-12 07:05:14,
225,2017-08-01,33702544,145,8.0,17.125,33702544,plotly/dash,2015-07-12 07:05:14,
226,2017-09-01,33702544,126,15.0,7.4,33702544,plotly/dash,2015-07-12 07:05:14,
227,2017-10-01,33702544,184,21.0,7.761904761904763,33702544,plotly/dash,2015-07-12 07:05:14,
228,2017-11-01,33702544,147,15.0,8.8,33702544,plotly/dash,2015-07-12 07:05:14,
229,2017-12-01,33702544,369,17.0,20.705882352941178,33702544,plotly/dash,2015-07-12 07:05:14,
230,2018-01-01,33702544,663,4.0,164.75,33702544,plotly/dash,2015-07-12 07:05:14,
231,2018-02-01,33702544,336,18.0,17.666666666666668,33702544,plotly/dash,2015-07-12 07:05:14,
232,2018-03-01,33702544,366,30.0,11.2,33702544,plotly/dash,2015-07-12 07:05:14,
233,2018-04-01,33702544,257,15.0,16.133333333333333,33702544,plotly/dash,2015-07-12 07:05:14,
234,2018-05-01,33702544,261,14.0,17.642857142857142,33702544,plotly/dash,2015-07-12 07:05:14,
235,2018-06-01,33702544,264,1598.0,-0.834793491864831,33702544,plotly/dash,2015-07-12 07:05:14,
236,2018-07-01,33702544,271,371.0,-0.2695417789757413,33702544,plotly/dash,2015-07-12 07:05:14,
237,2018-08-01,33702544,285,145.0,0.9655172413793103,33702544,plotly/dash,2015-07-12 07:05:14,
238,2018-09-01,33702544,352,126.0,1.7936507936507935,33702544,plotly/dash,2015-07-12 07:05:14,
239,2018-10-01,33702544,320,184.0,0.7391304347826086,33702544,plotly/dash,2015-07-12 07:05:14,
240,2018-11-01,33702544,426,147.0,1.8979591836734695,33702544,plotly/dash,2015-07-12 07:05:14,
241,2018-12-01,33702544,366,369.0,-0.008130081300813052,33702544,plotly/dash,2015-07-12 07:05:14,
242,2019-01-01,33702544,316,663.0,-0.5233785822021115,33702544,plotly/dash,2015-07-12 07:05:14,
243,2019-02-01,33702544,353,336.0,0.05059523809523814,33702544,plotly/dash,2015-07-12 07:05:14,
244,2019-03-01,33702544,414,366.0,0.13114754098360648,33702544,plotly/dash,2015-07-12 07:05:14,
245,2019-04-01,33702544,405,257.0,0.5758754863813229,33702544,plotly/dash,2015-07-12 07:05:14,
246,2019-05-01,33702544,295,261.0,0.13026819923371646,33702544,plotly/dash,2015-07-12 07:05:14,
247,2019-06-01,33702544,260,264.0,-0.015151515151515138,33702544,plotly/dash,2015-07-12 07:05:14,
248,2019-07-01,33702544,290,271.0,0.07011070110701101,33702544,plotly/dash,2015-07-12 07:05:14,
249,2019-08-01,33702544,222,285.0,-0.2210526315789474,33702544,plotly/dash,2015-07-12 07:05:14,
250,2019-09-01,33702544,203,352.0,-0.4232954545454546,33702544,plotly/dash,2015-07-12 07:05:14,
251,2019-10-01,33702544,221,320.0,-0.30937499999999996,33702544,plotly/dash,2015-07-12 07:05:14,
252,2019-11-01,33702544,331,426.0,-0.22300469483568075,33702544,plotly/dash,2015-07-12 07:05:14,
253,2019-12-01,33702544,206,366.0,-0.43715846994535523,33702544,plotly/dash,2015-07-12 07:05:14,
254,2020-01-01,33702544,294,316.0,-0.069620253164557,33702544,plotly/dash,2015-07-12 07:05:14,
255,2020-02-01,33702544,186,353.0,-0.4730878186968839,33702544,plotly/dash,2015-07-12 07:05:14,
256,2020-03-01,33702544,273,414.0,-0.3405797101449275,33702544,plotly/dash,2015-07-12 07:05:14,
257,2020-04-01,33702544,544,405.0,0.3432098765432099,33702544,plotly/dash,2015-07-12 07:05:14,
258,2020-05-01,33702544,324,295.0,0.09830508474576272,33702544,plotly/dash,2015-07-12 07:05:14,
259,2020-06-01,33702544,239,260.0,-0.08076923076923082,33702544,plotly/dash,2015-07-12 07:05:14,
